icd10_code,three_digit,long_desc,major,sub_chapter,chapter
T84.216A,T84,"Breakdown (mechanical) of internal fixation device of vertebrae, initial encounter",Complications of internal orthopedic prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T84.216S,T84,"Breakdown (mechanical) of internal fixation device of vertebrae, sequela",Complications of internal orthopedic prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T84.226A,T84,"Displacement of internal fixation device of vertebrae, initial encounter",Complications of internal orthopedic prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T84.226S,T84,"Displacement of internal fixation device of vertebrae, sequela",Complications of internal orthopedic prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T84.296A,T84,"Other mechanical complication of internal fixation device of vertebrae, initial encounter",Complications of internal orthopedic prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T84.296S,T84,"Other mechanical complication of internal fixation device of vertebrae, sequela",Complications of internal orthopedic prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T84.63XA,T84,"Infection and inflammatory reaction due to internal fixation device of spine, initial encounter",Complications of internal orthopedic prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T84.63XS,T84,"Infection and inflammatory reaction due to internal fixation device of spine, sequela",Complications of internal orthopedic prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T84.85XA,T84,"Stenosis due to internal orthopedic prosthetic devices, implants and grafts, initial encounter",Complications of internal orthopedic prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
T84.85XS,T84,"Stenosis due to internal orthopedic prosthetic devices, implants and grafts, sequela",Complications of internal orthopedic prosth dev/grft,"Complications Of Surgical And Medical Care, Not Elsewhere Classified","Injury, poisoning and certain other consequences of external causes"
M49.81,M49,"Spondylopathy in diseases classified elsewhere, occipito-atlanto-axial region",Spondylopathies in diseases classified elsewhere,Spondylopathies,Diseases of the musculoskeletal system and connective tissue
M49.82,M49,"Spondylopathy in diseases classified elsewhere, cervical region",Spondylopathies in diseases classified elsewhere,Spondylopathies,Diseases of the musculoskeletal system and connective tissue
M49.83,M49,"Spondylopathy in diseases classified elsewhere, cervicothoracic region",Spondylopathies in diseases classified elsewhere,Spondylopathies,Diseases of the musculoskeletal system and connective tissue
M49.84,M49,"Spondylopathy in diseases classified elsewhere, thoracic region",Spondylopathies in diseases classified elsewhere,Spondylopathies,Diseases of the musculoskeletal system and connective tissue
M49.85,M49,"Spondylopathy in diseases classified elsewhere, thoracolumbar region",Spondylopathies in diseases classified elsewhere,Spondylopathies,Diseases of the musculoskeletal system and connective tissue
M49.86,M49,"Spondylopathy in diseases classified elsewhere, lumbar region",Spondylopathies in diseases classified elsewhere,Spondylopathies,Diseases of the musculoskeletal system and connective tissue
M49.87,M49,"Spondylopathy in diseases classified elsewhere, lumbosacral region",Spondylopathies in diseases classified elsewhere,Spondylopathies,Diseases of the musculoskeletal system and connective tissue
M49.88,M49,"Spondylopathy in diseases classified elsewhere, sacral and sacrococcygeal region",Spondylopathies in diseases classified elsewhere,Spondylopathies,Diseases of the musculoskeletal system and connective tissue
M49.89,M49,"Spondylopathy in diseases classified elsewhere, multiple sites in spine",Spondylopathies in diseases classified elsewhere,Spondylopathies,Diseases of the musculoskeletal system and connective tissue
M96.0,M96,Pseudarthrosis after fusion or arthrodesis,"Intraop and postproc comp and disorders of ms sys, NEC","Intraoperative And Postprocedural Complications And Disorders Of Musculoskeletal System, Not Elsewhere Classified",Diseases of the musculoskeletal system and connective tissue
M96.1,M96,"Postlaminectomy syndrome, not elsewhere classified","Intraop and postproc comp and disorders of ms sys, NEC","Intraoperative And Postprocedural Complications And Disorders Of Musculoskeletal System, Not Elsewhere Classified",Diseases of the musculoskeletal system and connective tissue
M96.2,M96,Postradiation kyphosis,"Intraop and postproc comp and disorders of ms sys, NEC","Intraoperative And Postprocedural Complications And Disorders Of Musculoskeletal System, Not Elsewhere Classified",Diseases of the musculoskeletal system and connective tissue
M96.3,M96,Postlaminectomy kyphosis,"Intraop and postproc comp and disorders of ms sys, NEC","Intraoperative And Postprocedural Complications And Disorders Of Musculoskeletal System, Not Elsewhere Classified",Diseases of the musculoskeletal system and connective tissue
M96.4,M96,Postsurgical lordosis,"Intraop and postproc comp and disorders of ms sys, NEC","Intraoperative And Postprocedural Complications And Disorders Of Musculoskeletal System, Not Elsewhere Classified",Diseases of the musculoskeletal system and connective tissue
M96.5,M96,Postradiation scoliosis,"Intraop and postproc comp and disorders of ms sys, NEC","Intraoperative And Postprocedural Complications And Disorders Of Musculoskeletal System, Not Elsewhere Classified",Diseases of the musculoskeletal system and connective tissue
M96.830,M96,Postprocedural hemorrhage and hematoma of a musculoskeletal structure following a musculoskeletal system procedure,"Intraop and postproc comp and disorders of ms sys, NEC","Intraoperative And Postprocedural Complications And Disorders Of Musculoskeletal System, Not Elsewhere Classified",Diseases of the musculoskeletal system and connective tissue
M96.831,M96,Postprocedural hemorrhage and hematoma of a musculoskeletal structure following other procedure,"Intraop and postproc comp and disorders of ms sys, NEC","Intraoperative And Postprocedural Complications And Disorders Of Musculoskeletal System, Not Elsewhere Classified",Diseases of the musculoskeletal system and connective tissue
M96.89,M96,Other intraoperative and postprocedural complications and disorders of the musculoskeletal system,"Intraop and postproc comp and disorders of ms sys, NEC","Intraoperative And Postprocedural Complications And Disorders Of Musculoskeletal System, Not Elsewhere Classified",Diseases of the musculoskeletal system and connective tissue
G97.0,G97,Cerebrospinal fluid leak from spinal puncture,"Intraop and postproc comp and disorders of nervous sys, NEC",Other Disorders Of The Nervous System,Diseases of the nervous system
G97.1,G97,Other reaction to spinal and lumbar puncture,"Intraop and postproc comp and disorders of nervous sys, NEC",Other Disorders Of The Nervous System,Diseases of the nervous system
G97.41,G97,Accidental puncture or laceration of dura during a procedure,"Intraop and postproc comp and disorders of nervous sys, NEC",Other Disorders Of The Nervous System,Diseases of the nervous system
G97.48,G97,Accidental puncture and laceration of other nervous system organ or structure during a nervous system procedure,"Intraop and postproc comp and disorders of nervous sys, NEC",Other Disorders Of The Nervous System,Diseases of the nervous system
G97.51,G97,Postprocedural hemorrhage and hematoma of a nervous system organ or structure following a nervous system procedure,"Intraop and postproc comp and disorders of nervous sys, NEC",Other Disorders Of The Nervous System,Diseases of the nervous system
G97.52,G97,Postprocedural hemorrhage and hematoma of a nervous system organ or structure following other procedure,"Intraop and postproc comp and disorders of nervous sys, NEC",Other Disorders Of The Nervous System,Diseases of the nervous system
G97.81,G97,Other intraoperative complications of nervous system,"Intraop and postproc comp and disorders of nervous sys, NEC",Other Disorders Of The Nervous System,Diseases of the nervous system
G97.82,G97,Other postprocedural complications and disorders of nervous system,"Intraop and postproc comp and disorders of nervous sys, NEC",Other Disorders Of The Nervous System,Diseases of the nervous system
S25.00XA,S25,"Unspecified injury of thoracic aorta, initial encounter",Injury of blood vessels of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
S25.00XS,S25,"Unspecified injury of thoracic aorta, sequela",Injury of blood vessels of thorax,Injuries To The Thorax,"Injury, poisoning and certain other consequences of external causes"
